Shipment_ID,Shipment_Date,Origin_City,Destination_City,Distance_KM,Transport_Mode,Vehicle_Type,Weight_KG,Volume_CBM,Shipment_Type,Delivery_Days,Vendor_ID,Vendor_Name,Vendor_Rating,Vendor_Experience_Years,Base_Freight_Cost,Fuel_Cost,Toll_Cost,Handling_Cost,Other_Cost,Total_Freight_Cost,Invoice_ID,Invoice_Date,Invoice_Amount,Expected_Invoice_Amount,Payment_Status,Payment_Delay_Days,Cost_Difference,Cost_Difference_Percentage,Duplicate_Invoice_Flag,Invoice_Mismatch_Flag,Unusual_Cost_Flag,High_Risk_Vendor_Flag,Fraud_Risk_Score,Risk_Level
SHP002181,2025-09-25,Jaipur,Surat,765.0,Road,Trailer,2009.2,6.48,Standard,5,VEN002,BlueLine Transport,3.9,19.0,12283.01,2173.77,782.24,565.46,86.99,16958.06,INV002181,2025-09-28,13809.2,17814.7,Paid,12,-4005.5,-22.48,0,1,0,0,41.7,Medium
SHP002182,2025-09-10,Kolkata,Surat,1264.7,Road,Trailer,986.7,3.74,Standard,5,VEN026,Pioneer Freight,3.4,18.0,18417.85,2654.03,2003.86,475.99,212.93,26209.29,INV002182,2025-09-13,26347.12,26697.92,Pending,32,-350.8,-1.31,0,0,0,0,9.5,Low
SHP002183,2024-12-07,Indore,Lucknow,1051.0,Air,Air Cargo Express,596.7,7.03,Bulk,3,VEN009,India Freight Network,3.3,3.0,45163.49,2484.89,0.0,316.29,215.23,44293.07,INV002183,2024-12-13,44878.56,44246.23,Paid,14,632.33,1.43,0,0,0,1,15.3,Low
SHP002184,2024-06-13,Jaipur,Kochi,616.7,Road,LCV,1735.4,16.28,Standard,2,VEN025,Orbit Logistics,4.6,17.0,8013.4,1085.28,1026.31,716.71,786.11,12076.8,INV002184,2024-06-18,12314.43,12084.33,Paid,14,230.1,1.9,0,0,0,0,5.0,Low
SHP002185,2026-02-13,Ahmedabad,Indore,1190.2,Road,LCV,908.5,6.07,Express,5,VEN017,QuickHaul,4.1,9.0,15688.72,2818.98,1195.41,,232.7,21786.3,INV002185,2026-02-16,22062.88,22079.85,Overdue,49,-16.97,-0.08,0,0,0,0,9.7,Low
SHP002186,2025-12-20,Surat,Ahmedabad,288.3,Rail,Cargo Wagon,1041.5,2.55,Bulk,3,VEN017,QuickHaul,4.1,9.0,3268.53,211.73,0.0,481.01,429.43,4617.9,INV002186,2025-12-21,3527.35,4550.49,Paid,16,-1023.14,-22.48,0,1,0,0,41.6,Medium
SHP002187,2026-02-11,Hyderabad,Mumbai,2060.8,Road,LCV,1661.0,11.23,Standard,8,VEN014,NorthStar Logistics,4.6,5.0,21363.22,3146.77,3444.4,418.17,522.45,30219.42,INV002187,2026-02-13,30382.68,30372.08,Paid,17,10.6,0.03,0,0,0,0,2.1,Low
SHP002188,2024-10-28,Lucknow,Nagpur,1169.3,Road,LCV,2482.5,11.54,Fragile,5,VEN025,Orbit Logistics,4.6,17.0,17318.73,1895.59,1303.62,558.49,155.75,20856.28,INV002188,2024-11-03,21544.77,20843.03,Overdue,54,701.74,3.37,0,0,0,0,22.9,Low
SHP002189,2026-05-16,Delhi,Kolkata,2715.6,Road,,2010.3,6.56,Bulk,10,VEN002,BlueLine Transport,3.9,19.0,29950.29,3508.84,3915.51,508.04,175.42,40553.61,INV002189,2026-05-18,41328.62,41463.48,Overdue,79,-134.86,-0.33,0,0,0,0,24.7,Low
SHP002190,2025-11-11,Chandigarh,Indore,967.2,Road,,3964.8,28.4,Standard,4,VEN003,CargoLink India,4.7,10.0,15291.51,2007.1,1077.43,626.76,523.96,21466.86,INV002190,2025-11-12,20902.72,21314.6,Paid,11,-411.88,-1.93,0,0,0,0,2.0,Low
SHP002191,2024-08-03,Jaipur,Lucknow,1042.4,Rail,Container Wagon,1095.9,12.73,Bulk,3,VEN013,Metro Cargo,4.3,13.0,9086.74,1052.42,0.0,425.83,52.21,11120.61,INV002191,2024-08-06,11760.87,11403.9,Pending,14,356.97,3.13,0,0,0,0,11.1,Low
SHP002192,2025-03-09,Surat,Hyderabad,944.7,Road,Trailer,630.7,7.7,Bulk,5,VEN012,LoadMasters,4.9,6.0,13057.97,2349.31,1189.46,403.43,499.82,16923.4,INV002192,2025-03-12,17137.91,17109.92,Paid,16,27.99,0.16,0,0,0,0,3.6,Low
SHP002193,2024-10-11,Kolkata,Indore,1911.8,Road,Truck,1655.7,10.18,Standard,8,VEN017,QuickHaul,,9.0,23595.7,4458.54,1574.46,408.33,289.69,28766.76,INV002193,2024-10-14,28779.26,28825.21,Paid,19,-45.95,-0.16,0,0,0,0,11.0,Low
SHP002194,2025-04-28,Surat,Lucknow,1355.1,Road,LCV,929.8,8.1,,5,VEN023,WestWay Transport,4.9,5.0,14618.91,2507.46,1490.12,447.52,486.26,19271.98,INV002194,2025-05-05,19329.6,19474.26,Paid,8,-144.66,-0.74,0,0,0,0,0.0,Low
SHP002195,2024-06-18,Jaipur,Indore,45.6,Road,Truck,664.2,4.29,Standard,2,VEN018,RoadBridge Logistics,3.1,7.0,2235.23,231.59,49.67,335.36,381.84,3321.04,INV002195,2024-06-23,3320.32,3324.41,Paid,12,-4.09,-0.12,0,0,0,1,12.7,Low
SHP002196,2025-10-23,Chennai,Kochi,1079.7,Road,,1795.0,8.88,Fragile,5,VEN008,Horizon Carriers,4.6,10.0,13056.29,2219.67,950.56,456.15,152.61,17962.59,INV002196,2025-10-30,17879.5,17929.22,Paid,18,-49.72,-0.28,0,0,0,0,2.9,Low
SHP002197,2025-02-17,Bengaluru,Kolkata,423.0,Rail,Cargo Wagon,332.1,1.55,Bulk,2,VEN010,JetMove Logistics,3.9,13.0,3480.5,215.92,0.0,332.59,312.3,4376.48,INV002197,2025-02-19,4383.33,4431.13,Paid,13,-47.8,-1.08,0,0,0,0,0.0,Low
SHP002198,2025-08-21,Bengaluru,Indore,765.6,Rail,Cargo Wagon,1114.8,4.69,Bulk,3,VEN023,WestWay Transport,4.9,5.0,5623.78,511.86,0.0,410.57,255.84,7237.86,INV002198,2025-08-22,7193.82,7125.34,Paid,16,68.48,0.96,0,0,0,0,3.6,Low
SHP002199,2025-07-31,Kolkata,Delhi,2307.8,Road,Trailer,705.8,2.57,Express,7,VEN007,Global Route,4.5,23.0,37970.1,6068.61,3058.65,373.48,426.66,47720.79,INV002199,2025-08-02,50449.31,49915.34,Paid,17,533.97,1.07,0,0,0,0,4.6,Low
SHP002200,2025-08-20,Jaipur,Chandigarh,585.9,Road,LCV,548.2,3.1,Fragile,4,VEN016,PrimeRoute Transport,,13.0,8201.42,1060.51,985.5,,210.58,11805.08,INV002200,2025-08-25,11695.04,12015.08,Paid,16,-320.04,-2.66,0,0,0,0,1.6,Low
SHP002201,2025-11-14,Surat,Bengaluru,1840.7,Road,Mini Truck,1295.4,12.59,Bulk,9,VEN017,QuickHaul,,9.0,14481.43,1630.69,3146.47,439.59,747.08,20056.23,INV002201,2025-11-16,15495.74,19990.45,Paid,12,-4494.71,-22.48,0,1,0,0,33.8,Medium
SHP002202,2025-08-16,Kochi,Chennai,1853.1,Road,Truck,758.6,3.73,Standard,7,VEN023,WestWay Transport,4.9,5.0,19874.96,2171.87,1625.76,396.65,41.61,24740.48,INV002202,2025-08-17,19475.14,25124.12,Paid,16,-5648.98,-22.48,0,1,0,0,30.0,Medium
SHP002203,2025-04-09,Chandigarh,Bengaluru,1455.7,Road,Trailer,761.9,3.08,Standard,5,VEN022,Velocity Logistics,3.7,12.0,19582.08,3527.39,1382.52,420.18,274.55,24928.98,INV002203,2025-04-10,24556.4,23942.35,Paid,14,614.05,2.56,0,0,0,0,5.7,Low
SHP002204,2025-06-10,Ahmedabad,Nagpur,509.4,Road,Truck,536.0,2.28,Standard,3,VEN014,NorthStar Logistics,4.6,5.0,5561.08,960.41,666.22,382.2,344.91,7432.75,INV002204,2025-06-13,7484.27,7575.81,Overdue,62,-91.54,-1.21,0,0,0,0,16.3,Low
SHP002205,2025-07-21,Lucknow,Hyderabad,713.8,Rail,Cargo Wagon,604.6,4.17,Fragile,3,VEN010,JetMove Logistics,3.9,13.0,6171.74,676.14,0.0,360.12,562.19,7500.46,INV002205,2025-07-22,7554.93,7635.17,Paid,11,-80.24,-1.05,0,0,0,0,11.9,Low
SHP002206,2025-12-27,Kolkata,Hyderabad,1889.6,Rail,,977.1,2.17,Standard,6,VEN012,LoadMasters,4.9,6.0,15229.57,949.37,0.0,441.29,735.56,18115.77,INV002206,2025-12-30,14219.15,18343.57,Pending,16,-4124.42,-22.48,0,1,0,0,42.0,Medium
SHP002207,2025-03-04,Chennai,Hyderabad,980.1,Road,LCV,1893.7,13.68,Standard,4,VEN013,Metro Cargo,4.3,13.0,10231.23,1907.15,727.24,664.77,108.59,15605.14,INV002207,2025-03-07,14809.7,15169.41,Pending,15,-359.71,-2.37,0,0,0,0,8.3,Low
SHP002208,2024-09-27,Jaipur,Lucknow,886.3,Air,Air Cargo Standard,1997.7,8.35,Bulk,2,VEN007,Global Route,4.5,23.0,39335.04,2164.14,0.0,595.33,236.58,47247.65,INV002208,2024-10-03,47581.05,48048.93,Pending,29,-467.88,-0.97,0,0,0,0,6.3,Low
SHP002209,2024-08-15,Nagpur,Surat,1715.9,Air,Air Cargo Standard,264.4,,Standard,5,VEN019,SkyLink Cargo,4.7,15.0,50416.45,4381.68,0.0,302.87,133.27,55297.29,INV002209,2024-08-18,53646.9,54342.13,Paid,8,-695.23,-1.28,0,0,0,0,7.2,Low
SHP002210,2024-06-12,Delhi,Chandigarh,1327.1,Road,Mini Truck,428.7,2.42,Standard,6,VEN007,Global Route,4.5,23.0,11811.46,1238.31,1588.42,349.63,149.3,15443.42,INV002210,2024-06-19,14956.34,14862.85,Paid,8,93.49,0.63,0,0,0,0,11.3,Low
SHP002211,2025-06-26,Mumbai,Chennai,1076.6,Air,Air Cargo Standard,1260.0,5.94,Bulk,3,VEN020,TransNova,4.3,18.0,35124.53,2122.83,0.0,533.89,235.52,38216.22,INV002211,2025-07-01,38205.02,37813.39,Pending,32,391.63,1.04,0,0,0,0,4.8,Low
SHP002212,2025-10-23,Bengaluru,Ahmedabad,2550.7,Road,Truck,892.0,4.41,Standard,10,VEN023,WestWay Transport,,5.0,29792.65,4934.48,4228.72,364.87,136.24,39382.18,INV002212,2025-10-28,38967.45,39416.62,Pending,17,-449.17,-1.14,0,0,0,0,0.0,Low
SHP002213,2024-10-12,Chennai,Mumbai,1118.4,Road,Truck,2606.0,10.68,Fragile,6,VEN029,Titan Transport,3.3,20.0,20924.34,2953.62,809.38,466.54,118.46,26302.31,INV002213,2024-10-17,27022.55,27028.42,Paid,0,-5.87,-0.02,0,0,0,1,20.6,Low
SHP002214,2025-04-30,Bengaluru,Nagpur,657.4,Rail,Cargo Wagon,1878.5,19.66,Standard,4,VEN004,Delta Freight,4.4,25.0,6440.55,580.69,0.0,545.69,572.47,9343.61,INV002214,2025-05-02,9533.73,9573.32,Paid,15,-39.59,-0.41,0,0,0,0,11.6,Low
SHP002215,2024-11-30,Mumbai,Bengaluru,787.8,Road,Truck,432.2,2.32,Standard,5,VEN023,WestWay Transport,,5.0,8752.59,1514.38,655.75,343.68,192.48,10320.76,INV002215,2024-12-03,10308.56,10291.34,Pending,23,17.22,0.17,0,0,0,0,4.3,Low
SHP002216,2026-03-21,Delhi,Chandigarh,1470.2,Rail,Container Wagon,87.6,0.62,Standard,6,VEN003,CargoLink India,,10.0,11574.74,1062.66,0.0,,407.61,12835.33,INV002216,2026-03-27,12383.41,12622.54,Paid,1,-239.13,-1.89,0,0,0,0,4.9,Low
SHP002217,2026-03-26,Hyderabad,Surat,592.6,Rail,Cargo Wagon,1219.4,7.56,Express,4,VEN011,Kinetic Transport,3.7,21.0,6978.81,518.86,0.0,459.1,476.67,7532.23,INV002217,2026-04-01,7633.78,7749.84,Overdue,118,-116.06,-1.5,0,0,0,0,13.2,Low
SHP002218,2026-05-18,Chandigarh,Chennai,1374.6,Road,LCV,994.3,7.06,Express,7,VEN006,FastTrack Logistics,,9.0,20585.13,2435.17,2187.02,348.56,153.65,28805.12,INV002218,2026-05-23,28870.38,29517.77,Paid,5,-647.39,-2.19,0,0,0,0,0.0,Low
SHP002219,2026-02-13,Bengaluru,Kochi,171.3,Road,Trailer,836.5,2.45,Standard,2,VEN005,ExpressHaul,3.2,11.0,3635.49,502.5,169.02,447.35,50.29,4486.58,INV002219,2026-02-14,4712.52,4615.38,Paid,2,97.14,2.1,0,0,0,1,13.0,Low
SHP002220,2026-02-19,Kolkata,Chennai,1172.5,Road,LCV,488.2,1.09,Standard,6,VEN006,FastTrack Logistics,5.0,9.0,12003.43,1737.67,2085.28,339.11,72.33,17545.0,INV002220,2026-02-24,18301.16,17824.94,Pending,25,476.22,2.67,0,0,0,0,6.5,Low
SHP002221,2025-05-16,Kochi,Kolkata,325.7,Road,,1363.5,14.77,Bulk,2,VEN002,BlueLine Transport,3.9,19.0,4731.13,558.49,306.19,524.37,867.54,7065.03,INV002221,2025-05-19,7241.72,7146.52,Overdue,57,95.2,1.33,0,0,0,0,9.1,Low
SHP002222,2025-05-07,Bengaluru,Mumbai,1678.2,Road,LCV,1714.6,8.04,Standard,7,VEN025,Orbit Logistics,4.6,17.0,17600.32,2338.57,2830.66,659.17,224.4,24705.74,INV002222,2025-05-13,24366.12,24100.75,Paid,0,265.37,1.1,0,0,0,0,2.6,Low
SHP002223,2024-09-28,Kochi,Delhi,1644.9,Rail,Container Wagon,1323.3,11.54,Standard,7,VEN002,BlueLine Transport,3.9,,15534.97,1070.09,0.0,618.69,115.26,17013.41,INV002223,2024-10-02,12841.77,16566.67,Paid,1,-3724.9,-22.48,0,1,0,0,35.9,Medium
SHP002224,2025-11-09,Ahmedabad,Lucknow,846.0,Rail,Cargo Wagon,707.0,4.56,Standard,4,VEN012,LoadMasters,4.9,6.0,6091.65,453.96,0.0,382.15,316.42,8197.8,INV002224,2025-11-14,8246.6,8283.5,Paid,15,-36.9,-0.45,0,0,0,0,1.1,Low
SHP002225,2024-10-15,Chandigarh,Pune,1359.8,Road,Mini Truck,909.7,8.04,Bulk,6,VEN021,United Freight,4.5,24.0,12096.88,1833.46,1681.67,462.31,114.31,16961.24,INV002225,2024-10-21,16818.22,17029.38,Paid,5,-211.16,-1.24,0,0,0,0,0.0,Low
SHP002226,2024-10-27,Kolkata,Mumbai,1601.4,Road,LCV,439.0,1.96,Bulk,7,VEN030,Urban Logistics,4.4,21.0,13826.02,2239.14,2520.04,357.4,289.67,28456.8,INV002226,2024-11-03,28016.52,28346.05,Paid,6,-329.53,-1.16,0,0,1,0,19.9,Low
SHP002227,2026-05-01,Kolkata,Jaipur,651.8,Road,LCV,448.9,1.45,Standard,3,VEN026,Pioneer Freight,3.4,18.0,6020.27,1058.94,870.76,318.14,249.12,7971.36,INV002227,2026-05-06,7954.01,7801.21,Paid,3,152.8,1.96,0,0,0,0,0.6,Low
SHP002228,2024-01-14,Hyderabad,Delhi,764.1,Road,Trailer,2733.0,10.83,Standard,4,VEN005,ExpressHaul,3.2,11.0,10532.01,1806.38,690.37,722.13,306.06,13563.21,INV002228,2024-01-17,14302.89,14199.97,Overdue,96,102.92,0.72,0,0,0,1,30.7,Medium
SHP002229,2024-04-16,Mumbai,Hyderabad,1059.3,Road,Truck,1396.9,5.06,Standard,4,VEN030,Urban Logistics,4.4,21.0,15184.39,1922.72,797.24,492.11,382.23,18511.34,INV002229,2024-04-20,18635.61,18653.9,Paid,11,-18.29,-0.1,0,0,0,0,8.1,Low
SHP002230,2025-12-03,Kolkata,Surat,1311.7,Road,Trailer,1126.6,,Bulk,6,VEN020,TransNova,4.3,18.0,18107.22,2135.91,1510.86,425.25,425.72,24311.36,INV002230,2025-12-04,23886.42,23828.13,Overdue,65,58.29,0.24,0,0,0,0,21.2,Low
SHP002231,2025-09-08,Surat,Pune,367.2,Road,LCV,830.2,3.85,Fragile,3,VEN006,FastTrack Logistics,5.0,9.0,5359.06,578.03,561.93,391.26,173.13,7217.97,INV002231,2025-09-09,6648.63,6878.28,Overdue,42,-229.65,-3.34,0,0,0,0,10.1,Low
SHP002232,2025-12-04,Delhi,Pune,802.4,Road,Truck,1955.9,11.65,Fragile,3,VEN014,NorthStar Logistics,4.6,5.0,12053.73,1748.42,802.3,571.55,173.66,15876.74,INV002232,2025-12-11,16091.36,15924.96,Paid,7,166.4,1.04,0,0,0,0,10.4,Low
SHP002233,2025-02-24,Jaipur,Chandigarh,2556.5,Road,Truck,4622.4,,Standard,9,VEN028,SwiftCargo,3.1,9.0,32691.0,3831.65,3856.25,780.76,619.74,44179.1,INV002233,2025-03-02,44142.78,43514.53,Paid,7,628.25,1.44,0,0,0,1,23.8,Low
SHP002234,2024-01-08,Chandigarh,Surat,527.2,Road,Mini Truck,757.7,,Standard,4,VEN012,LoadMasters,4.9,6.0,6092.31,808.11,490.4,323.14,235.88,12139.11,INV002234,2024-01-13,9007.8,11620.61,Paid,3,-2612.81,-22.48,0,1,1,0,58.1,High
SHP002235,2024-09-24,Bengaluru,Indore,2262.2,Rail,Cargo Wagon,1493.9,6.2,Standard,7,VEN006,FastTrack Logistics,5.0,9.0,15161.8,1366.72,0.0,524.83,403.03,18929.19,INV002235,2024-09-29,18859.84,19061.49,Paid,10,-201.65,-1.06,0,0,0,0,1.6,Low
SHP002236,2026-02-16,Mumbai,Ahmedabad,2800.0,Rail,Cargo Wagon,405.0,0.87,Standard,9,VEN027,Reliable Movers,3.9,4.0,17779.56,1766.94,0.0,286.76,416.11,20431.66,INV002236,2026-02-17,21769.77,21478.86,Paid,18,290.91,1.35,0,0,0,0,0.0,Low
SHP002237,2025-08-22,Jaipur,Kolkata,821.0,Road,Mini Truck,1643.7,6.95,Standard,5,VEN029,Titan Transport,3.3,20.0,9644.52,1654.78,1029.24,536.15,509.53,12408.07,INV002237,2025-08-26,12941.93,12752.91,Paid,11,189.02,1.48,0,0,0,1,5.5,Low
SHP002238,2026-03-04,Chennai,Bengaluru,1561.0,Rail,Container Wagon,1772.5,6.28,Standard,5,VEN030,Urban Logistics,4.4,21.0,14678.1,888.25,0.0,613.78,506.09,17695.31,INV002238,2026-03-08,17388.54,17605.52,Overdue,32,-216.98,-1.23,0,0,0,0,7.2,Low
SHP002239,2024-01-09,Kochi,Mumbai,630.4,Rail,Container Wagon,676.7,1.84,Standard,4,VEN029,Titan Transport,,20.0,6124.87,485.28,0.0,329.76,568.1,8444.5,INV002239,2024-01-12,8140.55,8426.47,Pending,13,-285.92,-3.39,0,0,0,1,7.1,Low
SHP002240,2024-10-15,Bengaluru,Indore,1158.3,Rail,Cargo Wagon,1179.0,15.4,Express,6,VEN027,Reliable Movers,3.9,4.0,12188.88,948.29,0.0,,217.83,14462.59,INV002240,2024-10-19,14633.7,14541.89,Paid,0,91.81,0.63,0,0,0,0,7.8,Low
SHP002241,2025-09-10,Mumbai,Indore,1776.3,Rail,Cargo Wagon,1269.7,9.57,,6,VEN014,NorthStar Logistics,4.6,5.0,13320.04,1465.44,0.0,512.27,1085.38,16861.14,INV002241,2025-09-14,16466.45,16957.29,Paid,4,-490.84,-2.89,0,0,0,0,5.7,Low
SHP002242,2024-01-16,Kolkata,Hyderabad,1312.5,Rail,Cargo Wagon,3211.8,14.02,Express,6,VEN006,FastTrack Logistics,5.0,9.0,12665.98,762.72,0.0,,259.56,15175.48,INV002242,2024-01-23,15562.97,15300.87,Paid,0,262.1,1.71,0,0,0,0,4.1,Low
SHP002243,2025-02-08,Kolkata,Kochi,254.8,Rail,Cargo Wagon,1693.6,,Standard,2,VEN019,SkyLink Cargo,4.7,15.0,4159.79,332.15,0.0,501.4,317.9,5574.02,INV002243,2025-02-14,5774.47,5821.74,Paid,16,-47.27,-0.81,0,0,0,0,4.5,Low
SHP002244,2026-02-27,Bengaluru,Kochi,651.5,Road,LCV,2474.1,9.2,Standard,3,VEN007,Global Route,4.5,23.0,8957.79,1517.04,1084.83,626.94,141.66,12610.54,INV002244,2026-03-04,9860.42,12720.54,Paid,12,-2860.12,-22.48,0,1,0,0,42.4,Medium
SHP002245,2024-05-25,Lucknow,Ahmedabad,573.1,Road,Trailer,1651.7,7.79,Standard,4,VEN015,Omni Freight,3.9,18.0,8326.76,1274.01,1021.89,511.42,67.39,10710.42,INV002245,2024-05-26,10824.58,10945.03,Paid,14,-120.45,-1.1,0,0,0,0,7.1,Low
SHP002246,2024-03-04,Hyderabad,Chennai,2415.5,Rail,Container Wagon,843.4,7.8,Express,8,VEN020,TransNova,4.3,18.0,25123.63,2124.43,0.0,439.32,160.55,29004.21,INV002246,2024-03-05,31064.35,30243.68,Pending,9,820.67,2.71,0,0,0,0,2.3,Low
SHP002247,2025-07-27,Ahmedabad,Kolkata,1222.6,Road,Trailer,209.0,0.72,Standard,5,VEN029,Titan Transport,,20.0,15091.41,2516.39,1896.41,268.75,503.08,18599.56,INV002247,2025-07-30,18942.57,18357.18,Pending,8,585.39,3.19,0,0,0,1,8.1,Low
SHP002248,2024-07-27,Chennai,Nagpur,397.2,Road,Truck,3120.5,18.98,Express,2,VEN009,India Freight Network,3.3,3.0,10823.9,1607.14,648.57,617.44,415.19,13795.14,INV002248,2024-07-29,13674.16,13769.29,Paid,7,-95.13,-0.69,0,0,0,1,18.1,Low
SHP002249,2024-06-14,Mumbai,Ahmedabad,1068.9,Road,Truck,1097.9,5.08,Standard,4,VEN008,Horizon Carriers,4.6,10.0,11879.6,1689.08,905.94,346.12,234.24,15964.81,INV002249,2024-06-21,16359.84,16182.91,Paid,7,176.93,1.09,0,0,0,0,0.0,Low
SHP002250,2025-05-03,Delhi,Ahmedabad,949.6,Road,Truck,793.8,3.02,,5,VEN023,WestWay Transport,4.9,5.0,9998.07,1226.11,829.03,393.46,512.48,14208.34,INV002250,2025-05-06,14502.12,14677.94,Paid,6,-175.82,-1.2,0,0,0,0,8.1,Low
SHP002251,2025-06-29,Delhi,Ahmedabad,639.1,Rail,Cargo Wagon,3575.4,25.71,Standard,1,VEN001,Apex Logistics,4.5,24.0,6521.48,653.16,0.0,833.42,255.82,8031.7,INV002251,2025-07-05,7988.2,8146.84,Pending,16,-158.64,-1.95,0,0,0,0,3.3,Low
SHP002252,2026-01-04,Surat,Nagpur,1137.2,Road,Truck,4257.5,15.38,Fragile,4,VEN017,QuickHaul,4.1,9.0,19901.71,2269.47,1635.31,999.2,437.42,22823.6,INV002252,2026-01-05,22236.36,22734.98,Pending,34,-498.62,-2.19,0,0,0,0,2.5,Low
SHP002253,2024-04-03,Chennai,Pune,392.3,Road,Truck,1583.1,12.85,Express,2,VEN023,WestWay Transport,4.9,5.0,9987.69,1605.55,506.78,676.48,172.77,13228.21,INV002253,2024-04-09,12409.03,12630.93,Paid,12,-221.9,-1.76,0,0,0,0,3.5,Low
SHP002254,2025-12-04,Kolkata,Bengaluru,1562.6,Rail,Container Wagon,2007.3,9.6,Express,5,VEN017,QuickHaul,,9.0,15858.39,1826.42,0.0,692.0,15.53,19258.1,INV002254,2025-12-05,18336.67,18906.19,Paid,1,-569.52,-3.01,0,0,0,0,3.4,Low
SHP002255,2025-08-26,Jaipur,Ahmedabad,412.4,Road,LCV,136.5,0.35,Standard,3,VEN012,LoadMasters,4.9,6.0,4649.05,713.56,504.49,268.01,521.96,7257.33,INV002255,2025-09-01,7196.11,7298.35,Paid,8,-102.24,-1.4,0,0,0,0,9.3,Low
SHP002256,2025-09-05,Mumbai,Lucknow,1276.3,Rail,Cargo Wagon,2854.7,11.62,,4,VEN025,Orbit Logistics,4.6,17.0,10867.78,1197.67,0.0,,875.43,17771.9,INV002256,2025-09-08,17915.92,18116.91,Paid,19,-200.99,-1.11,0,0,1,0,9.8,Low
SHP002257,2024-08-02,Lucknow,Kochi,727.0,Road,Truck,386.0,2.1,Fragile,3,VEN012,LoadMasters,4.9,,9675.69,1285.43,618.31,350.61,112.06,12473.86,INV002257,2024-08-03,12205.75,12200.72,Overdue,74,5.03,0.04,0,0,0,0,18.5,Low
SHP002258,2026-01-15,Ahmedabad,Mumbai,902.0,Road,Mini Truck,803.1,2.91,Bulk,5,VEN022,Velocity Logistics,3.7,12.0,8196.57,1075.89,1220.0,440.11,435.21,11439.33,INV002258,2026-01-22,10830.07,11021.65,Paid,15,-191.58,-1.74,0,0,0,0,10.2,Low
SHP002259,2024-04-20,Indore,Kochi,1203.8,Road,LCV,427.1,2.64,Standard,6,VEN014,NorthStar Logistics,,5.0,13789.26,2138.44,1428.88,343.96,197.79,18195.34,INV002259,2024-04-25,17994.1,17846.27,Paid,7,147.83,0.83,0,0,0,0,0.0,Low
SHP002260,2025-09-08,Mumbai,Nagpur,2367.7,Road,Truck,778.4,4.03,Standard,9,VEN001,Apex Logistics,4.5,,29291.06,4254.89,2078.54,329.78,481.35,38447.57,INV002260,2025-09-11,39150.32,39600.49,Paid,13,-450.17,-1.14,0,0,0,0,0.3,Low
SHP002261,2024-05-01,Delhi,Chandigarh,2800.0,Rail,Container Wagon,2281.3,7.96,Standard,9,VEN016,PrimeRoute Transport,3.5,13.0,23678.23,2635.14,0.0,529.8,152.99,26390.77,INV002261,2024-05-02,26786.62,26896.65,Paid,1,-110.03,-0.41,0,0,0,0,4.2,Low
SHP002262,2025-07-27,Indore,Chennai,2411.7,Road,Trailer,6051.4,,Standard,10,VEN002,BlueLine Transport,3.9,19.0,40373.54,5301.79,2197.21,1984.25,108.92,48737.72,INV002262,2025-07-29,52200.78,50953.61,Overdue,31,1247.17,2.45,0,0,0,0,6.6,Low
SHP002263,2025-02-10,Hyderabad,Chennai,1788.7,Air,Air Cargo Express,356.7,1.72,Express,3,VEN028,SwiftCargo,3.1,9.0,103653.95,4529.87,0.0,,500.3,111825.67,INV002263,2025-02-11,117006.72,114135.96,Paid,10,2870.76,2.52,0,0,1,1,31.9,Medium
SHP002264,2024-05-30,Delhi,Pune,1228.1,Road,Mini Truck,2180.3,9.59,Standard,7,VEN019,SkyLink Cargo,4.7,15.0,11555.0,1883.63,1736.37,517.86,241.31,16308.61,INV002264,2024-06-06,16664.47,16736.52,Paid,12,-72.05,-0.43,0,0,0,0,9.1,Low
SHP002265,2024-06-23,Jaipur,Bengaluru,1513.2,Road,Truck,1278.7,10.14,Fragile,6,VEN012,LoadMasters,4.9,6.0,20337.93,2126.43,1225.6,518.57,67.68,26301.55,INV002265,2024-06-25,26131.39,26659.08,Paid,5,-527.69,-1.98,0,0,0,0,10.2,Low
SHP002266,2025-01-30,Pune,Lucknow,1440.2,Road,Mini Truck,2365.5,7.05,Standard,7,VEN015,Omni Freight,3.9,18.0,16994.13,1861.26,2336.88,697.8,192.71,23360.1,INV002266,2025-02-02,23316.55,23096.07,Pending,9,220.48,0.95,0,0,0,0,3.1,Low
SHP002267,2024-11-25,Kochi,Indore,1394.9,Road,Truck,613.8,2.74,Standard,6,VEN019,SkyLink Cargo,4.7,15.0,16521.12,2246.53,1062.34,313.0,128.57,21958.69,INV002267,2024-12-01,22247.05,22463.91,Paid,15,-216.86,-0.97,0,0,0,0,7.7,Low
SHP002268,2025-02-10,Kochi,Ahmedabad,2771.2,Road,Truck,2003.4,7.81,Standard,11,VEN008,Horizon Carriers,4.6,10.0,28791.69,3225.41,2061.25,600.43,16.02,38109.43,INV002268,2025-02-14,36882.62,37465.85,Paid,12,-583.23,-1.56,0,0,0,0,15.2,Low
SHP002269,2025-01-24,Jaipur,Chandigarh,1631.2,Road,Trailer,667.3,2.59,Bulk,7,VEN009,India Freight Network,3.3,3.0,20282.06,2943.2,2828.25,325.56,398.09,25609.23,INV002269,2025-01-27,24891.73,24902.66,Paid,3,-10.93,-0.04,0,0,0,1,20.4,Low
